,iterations,dimacs,runtime,solution,minisat_satisfiability,minisat_solution
253,50,n_5_m_23,0.0179,0, SATISFIABLE,v 1 2 -3 4 -5 0
254,50,n_5_m_24,0.0175,0, UNSATISFIABLE,0
255,50,n_5_m_10,0.0169,0, SATISFIABLE,v -1 2 -3 4 5 0
256,50,n_5_m_11,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
257,50,n_5_m_12,0.0187,"[True,True,True,True,True]", SATISFIABLE,v -1 -2 3 4 5 0
258,50,n_5_m_13,0.0001,"[True,True,True,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
259,50,n_5_m_14,0.0173,0, UNSATISFIABLE,0
260,50,n_5_m_15,0.0168,"[True,False,False,True,True]", SATISFIABLE,v -1 -2 -3 -4 -5 0
261,50,n_5_m_16,0.0176,0, SATISFIABLE,v -1 2 -3 4 -5 0
262,50,n_5_m_17,0.0001,"[False,True,True,False,False]", SATISFIABLE,v -1 2 3 -4 -5 0
263,50,n_5_m_18,0.0001,"[False,False,False,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
264,50,n_5_m_19,0.0001,"[False,False,False,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
265,50,n_5_m_20,0.0189,0, SATISFIABLE,v 1 -2 -3 4 5 0
266,50,n_5_m_21,0.0187,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 -4 -5 0
267,50,n_5_m_22,0.0189,0, UNSATISFIABLE,0
268,50,n_5_m_23,0.0182,0, SATISFIABLE,v -1 -2 -3 -4 5 0
269,50,n_5_m_24,0.0184,0, UNSATISFIABLE,0
270,50,n_5_m_10,0.0193,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
271,50,n_5_m_11,0.0194,0, SATISFIABLE,v -1 -2 3 4 -5 0
272,50,n_5_m_12,0.0179,0, SATISFIABLE,v -1 2 3 -4 -5 0
273,50,n_5_m_13,0.0001,"[True,False,True,True,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
274,50,n_5_m_14,0.0001,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 -4 -5 0
275,50,n_5_m_15,0.018,0, SATISFIABLE,v -1 -2 -3 4 -5 0
276,50,n_5_m_16,0.0187,0, SATISFIABLE,v -1 -2 3 -4 -5 0
277,50,n_5_m_17,0.018,0, SATISFIABLE,v 1 -2 3 4 5 0
278,50,n_5_m_18,0.0177,0, SATISFIABLE,v -1 2 3 -4 -5 0
279,50,n_5_m_19,0.0001,"[True,False,False,True,True]", SATISFIABLE,v 1 -2 -3 4 5 0
280,50,n_5_m_20,0.0001,"[True,True,False,False,False]", SATISFIABLE,v 1 2 -3 -4 -5 0
281,50,n_5_m_21,0.0177,0, SATISFIABLE,v 1 -2 -3 -4 -5 0
282,50,n_5_m_22,0.0172,0, UNSATISFIABLE,0
283,50,n_5_m_23,0.0215,0, UNSATISFIABLE,0
284,50,n_5_m_24,0.0185,0, SATISFIABLE,v -1 2 -3 4 5 0
285,50,n_5_m_10,0.0183,"[True,True,True,False,False]", SATISFIABLE,v -1 2 3 4 -5 0
286,50,n_5_m_11,0.0001,"[True,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 -5 0
287,50,n_5_m_12,0.0185,"[False,True,False,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
288,50,n_5_m_13,0.0179,0, SATISFIABLE,v -1 2 -3 4 5 0
289,50,n_5_m_14,0.0184,0, SATISFIABLE,v -1 -2 3 4 -5 0
290,50,n_5_m_15,0.0176,0, SATISFIABLE,v -1 2 -3 4 -5 0
291,50,n_5_m_16,0.0189,0, SATISFIABLE,v -1 -2 3 4 -5 0
292,50,n_5_m_17,0.0189,0, SATISFIABLE,v -1 2 -3 -4 -5 0
293,50,n_5_m_18,0.018,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
294,50,n_5_m_19,0.0182,0, SATISFIABLE,v 1 2 -3 4 5 0
295,50,n_5_m_20,0.0172,0, UNSATISFIABLE,0
296,50,n_5_m_21,0.0178,0, SATISFIABLE,v -1 2 -3 4 -5 0
297,50,n_5_m_22,0.0181,0, SATISFIABLE,v 1 -2 3 -4 5 0
298,50,n_5_m_23,0.0182,0, UNSATISFIABLE,0
299,50,n_5_m_24,0.0178,0, UNSATISFIABLE,0
300,100,n_5_m_10,0.0002,"[False,True,False,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
301,100,n_5_m_11,0.0199,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
302,100,n_5_m_12,0.0001,"[True,True,False,True,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
303,100,n_5_m_13,0.0001,"[True,True,False,True,True]", SATISFIABLE,v 1 -2 -3 4 -5 0
304,100,n_5_m_14,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 2 -3 4 -5 0
305,100,n_5_m_15,0.0001,"[True,True,False,True,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
306,100,n_5_m_16,0.0001,"[False,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 5 0
307,100,n_5_m_17,0.0183,0, SATISFIABLE,v -1 -2 -3 4 -5 0
308,100,n_5_m_18,0.0178,0, SATISFIABLE,v 1 2 -3 -4 5 0
309,100,n_5_m_19,0.0185,0, UNSATISFIABLE,0
310,100,n_5_m_20,0.0182,0, SATISFIABLE,v -1 -2 -3 -4 5 0
311,100,n_5_m_21,0.0001,"[True,False,True,False,True]", SATISFIABLE,v -1 2 3 4 5 0
312,100,n_5_m_22,0.0183,0, SATISFIABLE,v 1 -2 3 -4 5 0
313,100,n_5_m_23,0.0173,"[False,True,False,True,False]", SATISFIABLE,v -1 2 -3 4 -5 0
314,100,n_5_m_24,0.0174,0, SATISFIABLE,v 1 2 -3 -4 -5 0
315,100,n_5_m_10,0.0001,"[False,False,True,True,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
316,100,n_5_m_11,0.0001,"[False,False,False,False,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
317,100,n_5_m_12,0.0001,"[False,False,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
318,100,n_5_m_13,0.0178,0, SATISFIABLE,v -1 2 -3 4 -5 0
319,100,n_5_m_14,0.0001,"[True,False,False,False,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
320,100,n_5_m_15,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
321,100,n_5_m_16,0.0175,0, SATISFIABLE,v -1 -2 -3 -4 5 0
322,100,n_5_m_17,0.0194,0, SATISFIABLE,v -1 -2 3 -4 -5 0
323,100,n_5_m_18,0.0174,0, SATISFIABLE,v -1 2 3 4 -5 0
324,100,n_5_m_19,0.017,"[False,True,True,False,True]", SATISFIABLE,v -1 -2 -3 4 -5 0
325,100,n_5_m_20,0.0173,0, UNSATISFIABLE,0
326,100,n_5_m_21,0.018,0, SATISFIABLE,v -1 -2 -3 4 -5 0
327,100,n_5_m_22,0.0175,0, UNSATISFIABLE,0
328,100,n_5_m_23,0.0171,0, UNSATISFIABLE,0
329,100,n_5_m_24,0.0195,0, UNSATISFIABLE,0
330,100,n_5_m_10,0.0189,0, SATISFIABLE,v -1 2 -3 4 -5 0
331,100,n_5_m_11,0.0174,"[True,False,False,False,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
332,100,n_5_m_12,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
333,100,n_5_m_13,0.0169,0, SATISFIABLE,v -1 2 -3 -4 -5 0
334,100,n_5_m_14,0.0172,0, SATISFIABLE,v 1 -2 3 -4 -5 0
335,100,n_5_m_15,0.0171,0, SATISFIABLE,v -1 -2 3 -4 -5 0
336,100,n_5_m_16,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 2 3 -4 -5 0
337,100,n_5_m_17,0.0186,0, SATISFIABLE,v -1 2 3 -4 5 0
338,100,n_5_m_18,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
339,100,n_5_m_19,0.018,0, SATISFIABLE,v -1 2 3 4 -5 0
340,100,n_5_m_20,0.0207,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
341,100,n_5_m_21,0.0204,0, UNSATISFIABLE,0
342,100,n_5_m_22,0.0174,0, UNSATISFIABLE,0
343,100,n_5_m_23,0.0194,0, UNSATISFIABLE,0
344,100,n_5_m_24,0.0175,0, SATISFIABLE,v -1 2 3 -4 -5 0
345,100,n_5_m_10,0.0173,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
346,100,n_5_m_11,0.017,"[True,True,False,False,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
347,100,n_5_m_12,0.0171,0, SATISFIABLE,v -1 2 -3 4 -5 0
348,100,n_5_m_13,0.0179,0, SATISFIABLE,v -1 -2 3 -4 -5 0
349,100,n_5_m_14,0.0166,0, SATISFIABLE,v -1 2 3 4 5 0
350,100,n_5_m_15,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 5 0
351,100,n_5_m_16,0.0001,"[True,False,True,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
352,100,n_5_m_17,0.0001,"[True,False,False,False,True]", SATISFIABLE,v 1 -2 -3 -4 5 0
353,100,n_5_m_18,0.0001,"[True,True,True,True,False]", SATISFIABLE,v 1 2 3 4 -5 0
354,100,n_5_m_19,0.0173,0, UNSATISFIABLE,0
355,100,n_5_m_20,0.017,0, SATISFIABLE,v -1 2 3 4 5 0
356,100,n_5_m_21,0.0172,0, SATISFIABLE,v -1 2 -3 -4 5 0
357,100,n_5_m_22,0.0171,0, UNSATISFIABLE,0
358,100,n_5_m_23,0.0001,"[True,False,True,False,False]", SATISFIABLE,v 1 -2 3 -4 -5 0
359,100,n_5_m_24,0.0172,0, UNSATISFIABLE,0
360,100,n_5_m_10,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
361,100,n_5_m_11,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
362,100,n_5_m_12,0.0172,0, SATISFIABLE,v -1 2 3 4 -5 0
363,100,n_5_m_13,0.0171,"[False,True,True,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
364,100,n_5_m_14,0.0001,"[True,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
365,100,n_5_m_15,0.0171,0, SATISFIABLE,v -1 2 -3 -4 -5 0
366,100,n_5_m_16,0.0195,0, SATISFIABLE,v -1 2 -3 4 -5 0
367,100,n_5_m_17,0.017,0, SATISFIABLE,v -1 2 -3 -4 -5 0
368,100,n_5_m_18,0.0184,"[True,False,False,True,True]", SATISFIABLE,v 1 -2 -3 4 5 0
369,100,n_5_m_19,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
370,100,n_5_m_20,0.0001,"[True,True,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
371,100,n_5_m_21,0.0188,0, SATISFIABLE,v -1 2 3 -4 -5 0
372,100,n_5_m_22,0.0177,0, SATISFIABLE,v -1 -2 3 4 -5 0
373,100,n_5_m_23,0.0172,0, SATISFIABLE,v -1 2 -3 4 5 0
374,100,n_5_m_24,0.0194,0, UNSATISFIABLE,0
375,100,n_5_m_10,0.019,"[True,True,True,False,False]", SATISFIABLE,v -1 2 3 -4 -5 0
376,100,n_5_m_11,0.0001,"[False,True,False,False,True]", SATISFIABLE,v -1 2 -3 -4 5 0
377,100,n_5_m_12,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
378,100,n_5_m_13,0.0172,0, SATISFIABLE,v -1 2 3 -4 -5 0
379,100,n_5_m_14,0.0172,"[True,True,True,True,True]", SATISFIABLE,v -1 2 -3 -4 5 0
380,100,n_5_m_15,0.0001,"[False,True,False,True,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
381,100,n_5_m_16,0.0181,0, SATISFIABLE,v -1 -2 3 -4 -5 0
382,100,n_5_m_17,0.0001,"[False,False,True,False,True]", SATISFIABLE,v -1 -2 3 -4 5 0
383,100,n_5_m_18,0.0185,0, SATISFIABLE,v -1 -2 3 4 5 0
384,100,n_5_m_19,0.0173,0, SATISFIABLE,v -1 2 3 4 5 0
385,100,n_5_m_20,0.0183,0, SATISFIABLE,v -1 2 3 4 5 0
386,100,n_5_m_21,0.0175,0, UNSATISFIABLE,0
387,100,n_5_m_22,0.0188,0, UNSATISFIABLE,0
388,100,n_5_m_23,0.0001,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 4 -5 0
389,100,n_5_m_24,0.0208,0, SATISFIABLE,v -1 -2 3 4 -5 0
390,100,n_5_m_10,0.0179,"[False,True,True,True,True]", SATISFIABLE,v -1 -2 3 -4 -5 0
391,100,n_5_m_11,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 3 4 5 0
392,100,n_5_m_12,0.0172,0, SATISFIABLE,v -1 2 -3 -4 -5 0
393,100,n_5_m_13,0.0001,"[False,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 5 0
394,100,n_5_m_14,0.0001,"[False,False,False,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
395,100,n_5_m_15,0.0174,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
396,100,n_5_m_16,0.019,0, SATISFIABLE,v -1 2 -3 -4 -5 0
397,100,n_5_m_17,0.0001,"[False,True,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
398,100,n_5_m_18,0.0177,0, SATISFIABLE,v -1 2 -3 4 -5 0
399,100,n_5_m_19,0.0176,0, SATISFIABLE,v 1 2 3 -4 -5 0
400,100,n_5_m_20,0.017,0, SATISFIABLE,v 1 -2 -3 -4 5 0
401,100,n_5_m_21,0.0182,0, SATISFIABLE,v -1 -2 -3 4 -5 0
402,100,n_5_m_22,0.0172,0, UNSATISFIABLE,0
403,100,n_5_m_23,0.018,0, SATISFIABLE,v 1 2 -3 4 -5 0
404,100,n_5_m_24,0.0175,0, UNSATISFIABLE,0
405,100,n_5_m_10,0.017,0, SATISFIABLE,v -1 2 -3 4 5 0
406,100,n_5_m_11,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
407,100,n_5_m_12,0.0188,"[True,True,True,True,True]", SATISFIABLE,v -1 -2 3 4 5 0
408,100,n_5_m_13,0.0001,"[True,True,True,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
409,100,n_5_m_14,0.0174,0, UNSATISFIABLE,0
410,100,n_5_m_15,0.017,"[True,False,False,True,True]", SATISFIABLE,v -1 -2 -3 -4 -5 0
411,100,n_5_m_16,0.0182,0, SATISFIABLE,v -1 2 -3 4 -5 0
412,100,n_5_m_17,0.0001,"[False,True,True,False,False]", SATISFIABLE,v -1 2 3 -4 -5 0
413,100,n_5_m_18,0.0001,"[False,False,False,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
414,100,n_5_m_19,0.0001,"[False,False,False,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
415,100,n_5_m_20,0.02,0, SATISFIABLE,v 1 -2 -3 4 5 0
416,100,n_5_m_21,0.0193,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 -4 -5 0
417,100,n_5_m_22,0.0175,0, UNSATISFIABLE,0
418,100,n_5_m_23,0.0176,0, SATISFIABLE,v -1 -2 -3 -4 5 0
419,100,n_5_m_24,0.0185,0, UNSATISFIABLE,0
420,100,n_5_m_10,0.0183,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
421,100,n_5_m_11,0.0241,0, SATISFIABLE,v -1 -2 3 4 -5 0
422,100,n_5_m_12,0.0184,0, SATISFIABLE,v -1 2 3 -4 -5 0
423,100,n_5_m_13,0.0001,"[True,False,True,True,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
424,100,n_5_m_14,0.0001,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 -4 -5 0
425,100,n_5_m_15,0.018,0, SATISFIABLE,v -1 -2 -3 4 -5 0
426,100,n_5_m_16,0.0175,0, SATISFIABLE,v -1 -2 3 -4 -5 0
427,100,n_5_m_17,0.0171,0, SATISFIABLE,v 1 -2 3 4 5 0
428,100,n_5_m_18,0.0175,0, SATISFIABLE,v -1 2 3 -4 -5 0
429,100,n_5_m_19,0.0001,"[True,False,False,True,True]", SATISFIABLE,v 1 -2 -3 4 5 0
430,100,n_5_m_20,0.0001,"[True,True,False,False,False]", SATISFIABLE,v 1 2 -3 -4 -5 0
431,100,n_5_m_21,0.0173,0, SATISFIABLE,v 1 -2 -3 -4 -5 0
432,100,n_5_m_22,0.017,0, UNSATISFIABLE,0
433,100,n_5_m_23,0.0186,0, UNSATISFIABLE,0
434,100,n_5_m_24,0.0174,0, SATISFIABLE,v -1 2 -3 4 5 0
435,100,n_5_m_10,0.018,"[True,True,True,False,False]", SATISFIABLE,v -1 2 3 4 -5 0
436,100,n_5_m_11,0.0001,"[True,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 -5 0
437,100,n_5_m_12,0.0168,0, SATISFIABLE,v -1 2 -3 -4 -5 0
438,100,n_5_m_13,0.0174,0, SATISFIABLE,v -1 2 -3 4 5 0
439,100,n_5_m_14,0.0177,0, SATISFIABLE,v -1 -2 3 4 -5 0
440,100,n_5_m_15,0.0175,0, SATISFIABLE,v -1 2 -3 4 -5 0
441,100,n_5_m_16,0.0202,0, SATISFIABLE,v -1 -2 3 4 -5 0
442,100,n_5_m_17,0.0175,0, SATISFIABLE,v -1 2 -3 -4 -5 0
443,100,n_5_m_18,0.0165,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
444,100,n_5_m_19,0.0175,0, SATISFIABLE,v 1 2 -3 4 5 0
445,100,n_5_m_20,0.0183,0, UNSATISFIABLE,0
446,100,n_5_m_21,0.0187,0, SATISFIABLE,v -1 2 -3 4 -5 0
447,100,n_5_m_22,0.0182,0, SATISFIABLE,v 1 -2 3 -4 5 0
448,100,n_5_m_23,0.0182,0, UNSATISFIABLE,0
449,100,n_5_m_24,0.0183,0, UNSATISFIABLE,0
450,200,n_5_m_10,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
451,200,n_5_m_11,0.0191,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
452,200,n_5_m_12,0.0001,"[True,True,False,True,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
453,200,n_5_m_13,0.0001,"[True,True,False,True,True]", SATISFIABLE,v 1 -2 -3 4 -5 0
454,200,n_5_m_14,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 2 -3 4 -5 0
455,200,n_5_m_15,0.0001,"[True,True,False,True,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
456,200,n_5_m_16,0.0001,"[False,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 5 0
457,200,n_5_m_17,0.0175,0, SATISFIABLE,v -1 -2 -3 4 -5 0
458,200,n_5_m_18,0.0171,0, SATISFIABLE,v 1 2 -3 -4 5 0
459,200,n_5_m_19,0.0173,0, UNSATISFIABLE,0
460,200,n_5_m_20,0.018,0, SATISFIABLE,v -1 -2 -3 -4 5 0
461,200,n_5_m_21,0.0001,"[True,False,True,False,True]", SATISFIABLE,v -1 2 3 4 5 0
462,200,n_5_m_22,0.0179,0, SATISFIABLE,v 1 -2 3 -4 5 0
463,200,n_5_m_23,0.018,"[False,True,False,True,False]", SATISFIABLE,v -1 2 -3 4 -5 0
464,200,n_5_m_24,0.017,0, SATISFIABLE,v 1 2 -3 -4 -5 0
465,200,n_5_m_10,0.0001,"[False,False,True,True,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
466,200,n_5_m_11,0.0001,"[False,False,False,False,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
467,200,n_5_m_12,0.0001,"[False,False,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
468,200,n_5_m_13,0.0172,0, SATISFIABLE,v -1 2 -3 4 -5 0
469,200,n_5_m_14,0.0001,"[True,False,False,False,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
470,200,n_5_m_15,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
471,200,n_5_m_16,0.0175,0, SATISFIABLE,v -1 -2 -3 -4 5 0
472,200,n_5_m_17,0.0189,0, SATISFIABLE,v -1 -2 3 -4 -5 0
473,200,n_5_m_18,0.017,0, SATISFIABLE,v -1 2 3 4 -5 0
474,200,n_5_m_19,0.017,"[False,True,True,False,True]", SATISFIABLE,v -1 -2 -3 4 -5 0
475,200,n_5_m_20,0.0171,0, UNSATISFIABLE,0
476,200,n_5_m_21,0.0179,0, SATISFIABLE,v -1 -2 -3 4 -5 0
477,200,n_5_m_22,0.0191,0, UNSATISFIABLE,0
478,200,n_5_m_23,0.0175,0, UNSATISFIABLE,0
479,200,n_5_m_24,0.0192,0, UNSATISFIABLE,0
480,200,n_5_m_10,0.0185,0, SATISFIABLE,v -1 2 -3 4 -5 0
481,200,n_5_m_11,0.0177,"[True,False,False,False,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
482,200,n_5_m_12,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
483,200,n_5_m_13,0.0169,0, SATISFIABLE,v -1 2 -3 -4 -5 0
484,200,n_5_m_14,0.0168,0, SATISFIABLE,v 1 -2 3 -4 -5 0
485,200,n_5_m_15,0.017,0, SATISFIABLE,v -1 -2 3 -4 -5 0
486,200,n_5_m_16,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 2 3 -4 -5 0
487,200,n_5_m_17,0.0187,0, SATISFIABLE,v -1 2 3 -4 5 0
488,200,n_5_m_18,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
489,200,n_5_m_19,0.0179,0, SATISFIABLE,v -1 2 3 4 -5 0
490,200,n_5_m_20,0.0169,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
491,200,n_5_m_21,0.0178,0, UNSATISFIABLE,0
492,200,n_5_m_22,0.0169,0, UNSATISFIABLE,0
493,200,n_5_m_23,0.0194,0, UNSATISFIABLE,0
494,200,n_5_m_24,0.024,0, SATISFIABLE,v -1 2 3 -4 -5 0
495,200,n_5_m_10,0.0168,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
496,200,n_5_m_11,0.0169,"[True,True,False,False,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
497,200,n_5_m_12,0.0172,0, SATISFIABLE,v -1 2 -3 4 -5 0
498,200,n_5_m_13,0.0175,0, SATISFIABLE,v -1 -2 3 -4 -5 0
499,200,n_5_m_14,0.0166,0, SATISFIABLE,v -1 2 3 4 5 0
500,200,n_5_m_15,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 5 0
