,iterations,dimacs,runtime,solution,minisat_satisfiability,minisat_solution
501,200,n_5_m_16,0.0001,"[True,False,True,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
502,200,n_5_m_17,0.0001,"[True,False,False,False,True]", SATISFIABLE,v 1 -2 -3 -4 5 0
503,200,n_5_m_18,0.0001,"[True,True,True,True,False]", SATISFIABLE,v 1 2 3 4 -5 0
504,200,n_5_m_19,0.0172,0, UNSATISFIABLE,0
505,200,n_5_m_20,0.0168,0, SATISFIABLE,v -1 2 3 4 5 0
506,200,n_5_m_21,0.0172,0, SATISFIABLE,v -1 2 -3 -4 5 0
507,200,n_5_m_22,0.0172,0, UNSATISFIABLE,0
508,200,n_5_m_23,0.0001,"[True,False,True,False,False]", SATISFIABLE,v 1 -2 3 -4 -5 0
509,200,n_5_m_24,0.017,0, UNSATISFIABLE,0
510,200,n_5_m_10,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
511,200,n_5_m_11,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
512,200,n_5_m_12,0.017,0, SATISFIABLE,v -1 2 3 4 -5 0
513,200,n_5_m_13,0.0173,"[False,True,True,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
514,200,n_5_m_14,0.0001,"[True,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
515,200,n_5_m_15,0.0168,0, SATISFIABLE,v -1 2 -3 -4 -5 0
516,200,n_5_m_16,0.0192,0, SATISFIABLE,v -1 2 -3 4 -5 0
517,200,n_5_m_17,0.0168,0, SATISFIABLE,v -1 2 -3 -4 -5 0
518,200,n_5_m_18,0.017,"[True,False,False,True,True]", SATISFIABLE,v 1 -2 -3 4 5 0
519,200,n_5_m_19,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
520,200,n_5_m_20,0.0001,"[True,True,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
521,200,n_5_m_21,0.0183,0, SATISFIABLE,v -1 2 3 -4 -5 0
522,200,n_5_m_22,0.0176,0, SATISFIABLE,v -1 -2 3 4 -5 0
523,200,n_5_m_23,0.0174,0, SATISFIABLE,v -1 2 -3 4 5 0
524,200,n_5_m_24,0.0183,0, UNSATISFIABLE,0
525,200,n_5_m_10,0.0188,"[True,True,True,False,False]", SATISFIABLE,v -1 2 3 -4 -5 0
526,200,n_5_m_11,0.0001,"[False,True,False,False,True]", SATISFIABLE,v -1 2 -3 -4 5 0
527,200,n_5_m_12,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
528,200,n_5_m_13,0.0168,0, SATISFIABLE,v -1 2 3 -4 -5 0
529,200,n_5_m_14,0.0172,"[True,True,True,True,True]", SATISFIABLE,v -1 2 -3 -4 5 0
530,200,n_5_m_15,0.0001,"[False,True,False,True,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
531,200,n_5_m_16,0.0179,0, SATISFIABLE,v -1 -2 3 -4 -5 0
532,200,n_5_m_17,0.0001,"[False,False,True,False,True]", SATISFIABLE,v -1 -2 3 -4 5 0
533,200,n_5_m_18,0.0188,0, SATISFIABLE,v -1 -2 3 4 5 0
534,200,n_5_m_19,0.0169,0, SATISFIABLE,v -1 2 3 4 5 0
535,200,n_5_m_20,0.0185,0, SATISFIABLE,v -1 2 3 4 5 0
536,200,n_5_m_21,0.0177,0, UNSATISFIABLE,0
537,200,n_5_m_22,0.0174,0, UNSATISFIABLE,0
538,200,n_5_m_23,0.0001,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 4 -5 0
539,200,n_5_m_24,0.0195,0, SATISFIABLE,v -1 -2 3 4 -5 0
540,200,n_5_m_10,0.0185,"[False,True,True,True,True]", SATISFIABLE,v -1 -2 3 -4 -5 0
541,200,n_5_m_11,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 3 4 5 0
542,200,n_5_m_12,0.0175,0, SATISFIABLE,v -1 2 -3 -4 -5 0
543,200,n_5_m_13,0.0001,"[False,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 5 0
544,200,n_5_m_14,0.0001,"[False,False,False,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
545,200,n_5_m_15,0.0175,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
546,200,n_5_m_16,0.0192,0, SATISFIABLE,v -1 2 -3 -4 -5 0
547,200,n_5_m_17,0.0001,"[False,True,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
548,200,n_5_m_18,0.017,0, SATISFIABLE,v -1 2 -3 4 -5 0
549,200,n_5_m_19,0.0178,0, SATISFIABLE,v 1 2 3 -4 -5 0
550,200,n_5_m_20,0.0172,0, SATISFIABLE,v 1 -2 -3 -4 5 0
551,200,n_5_m_21,0.018,0, SATISFIABLE,v -1 -2 -3 4 -5 0
552,200,n_5_m_22,0.017,0, UNSATISFIABLE,0
553,200,n_5_m_23,0.0186,0, SATISFIABLE,v 1 2 -3 4 -5 0
554,200,n_5_m_24,0.0176,0, UNSATISFIABLE,0
555,200,n_5_m_10,0.0172,0, SATISFIABLE,v -1 2 -3 4 5 0
556,200,n_5_m_11,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
557,200,n_5_m_12,0.0186,"[True,True,True,True,True]", SATISFIABLE,v -1 -2 3 4 5 0
558,200,n_5_m_13,0.0001,"[True,True,True,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
559,200,n_5_m_14,0.017,0, UNSATISFIABLE,0
560,200,n_5_m_15,0.0171,"[True,False,False,True,True]", SATISFIABLE,v -1 -2 -3 -4 -5 0
561,200,n_5_m_16,0.0177,0, SATISFIABLE,v -1 2 -3 4 -5 0
562,200,n_5_m_17,0.0001,"[False,True,True,False,False]", SATISFIABLE,v -1 2 3 -4 -5 0
563,200,n_5_m_18,0.0001,"[False,False,False,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
564,200,n_5_m_19,0.0001,"[False,False,False,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
565,200,n_5_m_20,0.0185,0, SATISFIABLE,v 1 -2 -3 4 5 0
566,200,n_5_m_21,0.0177,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 -4 -5 0
567,200,n_5_m_22,0.0174,0, UNSATISFIABLE,0
568,200,n_5_m_23,0.017,0, SATISFIABLE,v -1 -2 -3 -4 5 0
569,200,n_5_m_24,0.018,0, UNSATISFIABLE,0
570,200,n_5_m_10,0.0181,"[False,False,False,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
571,200,n_5_m_11,0.0175,0, SATISFIABLE,v -1 -2 3 4 -5 0
572,200,n_5_m_12,0.0176,0, SATISFIABLE,v -1 2 3 -4 -5 0
573,200,n_5_m_13,0.0001,"[True,False,True,True,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
574,200,n_5_m_14,0.0001,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 -4 -5 0
575,200,n_5_m_15,0.0178,0, SATISFIABLE,v -1 -2 -3 4 -5 0
576,200,n_5_m_16,0.0177,0, SATISFIABLE,v -1 -2 3 -4 -5 0
577,200,n_5_m_17,0.0236,0, SATISFIABLE,v 1 -2 3 4 5 0
578,200,n_5_m_18,0.0177,0, SATISFIABLE,v -1 2 3 -4 -5 0
579,200,n_5_m_19,0.0001,"[True,False,False,True,True]", SATISFIABLE,v 1 -2 -3 4 5 0
580,200,n_5_m_20,0.0001,"[True,True,False,False,False]", SATISFIABLE,v 1 2 -3 -4 -5 0
581,200,n_5_m_21,0.0174,0, SATISFIABLE,v 1 -2 -3 -4 -5 0
582,200,n_5_m_22,0.0171,0, UNSATISFIABLE,0
583,200,n_5_m_23,0.0188,0, UNSATISFIABLE,0
584,200,n_5_m_24,0.0176,0, SATISFIABLE,v -1 2 -3 4 5 0
585,200,n_5_m_10,0.0175,"[True,True,True,False,False]", SATISFIABLE,v -1 2 3 4 -5 0
586,200,n_5_m_11,0.0001,"[True,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 -5 0
587,200,n_5_m_12,0.0174,0, SATISFIABLE,v -1 2 -3 -4 -5 0
588,200,n_5_m_13,0.0174,0, SATISFIABLE,v -1 2 -3 4 5 0
589,200,n_5_m_14,0.0178,0, SATISFIABLE,v -1 -2 3 4 -5 0
590,200,n_5_m_15,0.0172,0, SATISFIABLE,v -1 2 -3 4 -5 0
591,200,n_5_m_16,0.0206,0, SATISFIABLE,v -1 -2 3 4 -5 0
592,200,n_5_m_17,0.0176,0, SATISFIABLE,v -1 2 -3 -4 -5 0
593,200,n_5_m_18,0.0171,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
594,200,n_5_m_19,0.0174,0, SATISFIABLE,v 1 2 -3 4 5 0
595,200,n_5_m_20,0.017,0, UNSATISFIABLE,0
596,200,n_5_m_21,0.0177,0, SATISFIABLE,v -1 2 -3 4 -5 0
597,200,n_5_m_22,0.0181,0, SATISFIABLE,v 1 -2 3 -4 5 0
598,200,n_5_m_23,0.0178,0, UNSATISFIABLE,0
599,200,n_5_m_24,0.0176,0, UNSATISFIABLE,0
600,512,n_5_m_10,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
601,512,n_5_m_11,0.0295,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
602,512,n_5_m_12,0.0001,"[True,True,False,True,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
603,512,n_5_m_13,0.0001,"[True,True,False,True,True]", SATISFIABLE,v 1 -2 -3 4 -5 0
604,512,n_5_m_14,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 2 -3 4 -5 0
605,512,n_5_m_15,0.0001,"[True,True,False,True,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
606,512,n_5_m_16,0.0001,"[False,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 5 0
607,512,n_5_m_17,0.0174,0, SATISFIABLE,v -1 -2 -3 4 -5 0
608,512,n_5_m_18,0.0174,0, SATISFIABLE,v 1 2 -3 -4 5 0
609,512,n_5_m_19,0.0166,0, UNSATISFIABLE,0
610,512,n_5_m_20,0.0182,0, SATISFIABLE,v -1 -2 -3 -4 5 0
611,512,n_5_m_21,0.0001,"[True,False,True,False,True]", SATISFIABLE,v -1 2 3 4 5 0
612,512,n_5_m_22,0.0181,0, SATISFIABLE,v 1 -2 3 -4 5 0
613,512,n_5_m_23,0.0188,"[False,True,False,True,False]", SATISFIABLE,v -1 2 -3 4 -5 0
614,512,n_5_m_24,0.0177,0, SATISFIABLE,v 1 2 -3 -4 -5 0
615,512,n_5_m_10,0.0001,"[False,False,True,True,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
616,512,n_5_m_11,0.0001,"[False,False,False,False,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
617,512,n_5_m_12,0.0001,"[False,False,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
618,512,n_5_m_13,0.0179,0, SATISFIABLE,v -1 2 -3 4 -5 0
619,512,n_5_m_14,0.0001,"[True,False,False,False,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
620,512,n_5_m_15,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
621,512,n_5_m_16,0.0172,0, SATISFIABLE,v -1 -2 -3 -4 5 0
622,512,n_5_m_17,0.019,0, SATISFIABLE,v -1 -2 3 -4 -5 0
623,512,n_5_m_18,0.0173,0, SATISFIABLE,v -1 2 3 4 -5 0
624,512,n_5_m_19,0.017,"[False,True,True,False,True]", SATISFIABLE,v -1 -2 -3 4 -5 0
625,512,n_5_m_20,0.0171,0, UNSATISFIABLE,0
626,512,n_5_m_21,0.0184,0, SATISFIABLE,v -1 -2 -3 4 -5 0
627,512,n_5_m_22,0.0232,0, UNSATISFIABLE,0
628,512,n_5_m_23,0.017,0, UNSATISFIABLE,0
629,512,n_5_m_24,0.0192,0, UNSATISFIABLE,0
630,512,n_5_m_10,0.0182,0, SATISFIABLE,v -1 2 -3 4 -5 0
631,512,n_5_m_11,0.0171,"[True,False,False,False,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
632,512,n_5_m_12,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
633,512,n_5_m_13,0.0178,0, SATISFIABLE,v -1 2 -3 -4 -5 0
634,512,n_5_m_14,0.0177,0, SATISFIABLE,v 1 -2 3 -4 -5 0
635,512,n_5_m_15,0.0174,0, SATISFIABLE,v -1 -2 3 -4 -5 0
636,512,n_5_m_16,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 2 3 -4 -5 0
637,512,n_5_m_17,0.0184,0, SATISFIABLE,v -1 2 3 -4 5 0
638,512,n_5_m_18,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
639,512,n_5_m_19,0.0179,0, SATISFIABLE,v -1 2 3 4 -5 0
640,512,n_5_m_20,0.0172,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
641,512,n_5_m_21,0.0182,0, UNSATISFIABLE,0
642,512,n_5_m_22,0.0174,0, UNSATISFIABLE,0
643,512,n_5_m_23,0.0195,0, UNSATISFIABLE,0
644,512,n_5_m_24,0.0175,0, SATISFIABLE,v -1 2 3 -4 -5 0
645,512,n_5_m_10,0.0171,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 -5 0
646,512,n_5_m_11,0.0169,"[True,True,False,False,True]", SATISFIABLE,v -1 -2 -3 -4 5 0
647,512,n_5_m_12,0.0171,0, SATISFIABLE,v -1 2 -3 4 -5 0
648,512,n_5_m_13,0.0175,0, SATISFIABLE,v -1 -2 3 -4 -5 0
649,512,n_5_m_14,0.0166,0, SATISFIABLE,v -1 2 3 4 5 0
650,512,n_5_m_15,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 -4 5 0
651,512,n_5_m_16,0.0001,"[True,False,True,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
652,512,n_5_m_17,0.0001,"[True,False,False,False,True]", SATISFIABLE,v 1 -2 -3 -4 5 0
653,512,n_5_m_18,0.0001,"[True,True,True,True,False]", SATISFIABLE,v 1 2 3 4 -5 0
654,512,n_5_m_19,0.0175,0, UNSATISFIABLE,0
655,512,n_5_m_20,0.0173,0, SATISFIABLE,v -1 2 3 4 5 0
656,512,n_5_m_21,0.0172,0, SATISFIABLE,v -1 2 -3 -4 5 0
657,512,n_5_m_22,0.0172,0, UNSATISFIABLE,0
658,512,n_5_m_23,0.0001,"[True,False,True,False,False]", SATISFIABLE,v 1 -2 3 -4 -5 0
659,512,n_5_m_24,0.0173,0, UNSATISFIABLE,0
660,512,n_5_m_10,0.0001,"[True,True,True,True,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
661,512,n_5_m_11,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
662,512,n_5_m_12,0.0172,0, SATISFIABLE,v -1 2 3 4 -5 0
663,512,n_5_m_13,0.017,"[False,True,True,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
664,512,n_5_m_14,0.0001,"[True,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
665,512,n_5_m_15,0.0168,0, SATISFIABLE,v -1 2 -3 -4 -5 0
666,512,n_5_m_16,0.0196,0, SATISFIABLE,v -1 2 -3 4 -5 0
667,512,n_5_m_17,0.0173,0, SATISFIABLE,v -1 2 -3 -4 -5 0
668,512,n_5_m_18,0.0179,"[True,False,False,True,True]", SATISFIABLE,v 1 -2 -3 4 5 0
669,512,n_5_m_19,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
670,512,n_5_m_20,0.0001,"[True,True,False,True,True]", SATISFIABLE,v -1 2 -3 4 -5 0
671,512,n_5_m_21,0.0185,0, SATISFIABLE,v -1 2 3 -4 -5 0
672,512,n_5_m_22,0.019,0, SATISFIABLE,v -1 -2 3 4 -5 0
673,512,n_5_m_23,0.0183,0, SATISFIABLE,v -1 2 -3 4 5 0
674,512,n_5_m_24,0.0197,0, UNSATISFIABLE,0
675,512,n_5_m_10,0.0201,"[True,True,True,False,False]", SATISFIABLE,v -1 2 3 -4 -5 0
676,512,n_5_m_11,0.0001,"[False,True,False,False,True]", SATISFIABLE,v -1 2 -3 -4 5 0
677,512,n_5_m_12,0.0001,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 3 -4 -5 0
678,512,n_5_m_13,0.0176,0, SATISFIABLE,v -1 2 3 -4 -5 0
679,512,n_5_m_14,0.0181,"[True,True,True,True,True]", SATISFIABLE,v -1 2 -3 -4 5 0
680,512,n_5_m_15,0.0001,"[False,True,False,True,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
681,512,n_5_m_16,0.0199,0, SATISFIABLE,v -1 -2 3 -4 -5 0
682,512,n_5_m_17,0.0001,"[False,False,True,False,True]", SATISFIABLE,v -1 -2 3 -4 5 0
683,512,n_5_m_18,0.0184,0, SATISFIABLE,v -1 -2 3 4 5 0
684,512,n_5_m_19,0.0186,0, SATISFIABLE,v -1 2 3 4 5 0
685,512,n_5_m_20,0.0189,0, SATISFIABLE,v -1 2 3 4 5 0
686,512,n_5_m_21,0.0187,0, UNSATISFIABLE,0
687,512,n_5_m_22,0.0181,0, UNSATISFIABLE,0
688,512,n_5_m_23,0.0001,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 4 -5 0
689,512,n_5_m_24,0.0213,0, SATISFIABLE,v -1 -2 3 4 -5 0
690,512,n_5_m_10,0.0189,"[False,True,True,True,True]", SATISFIABLE,v -1 -2 3 -4 -5 0
691,512,n_5_m_11,0.0001,"[False,True,False,True,True]", SATISFIABLE,v -1 2 3 4 5 0
692,512,n_5_m_12,0.019,0, SATISFIABLE,v -1 2 -3 -4 -5 0
693,512,n_5_m_13,0.0001,"[False,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 5 0
694,512,n_5_m_14,0.0001,"[False,False,False,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
695,512,n_5_m_15,0.0189,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
696,512,n_5_m_16,0.0204,0, SATISFIABLE,v -1 2 -3 -4 -5 0
697,512,n_5_m_17,0.0001,"[False,True,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
698,512,n_5_m_18,0.0183,0, SATISFIABLE,v -1 2 -3 4 -5 0
699,512,n_5_m_19,0.0191,0, SATISFIABLE,v 1 2 3 -4 -5 0
700,512,n_5_m_20,0.018,0, SATISFIABLE,v 1 -2 -3 -4 5 0
701,512,n_5_m_21,0.0189,0, SATISFIABLE,v -1 -2 -3 4 -5 0
702,512,n_5_m_22,0.0182,0, UNSATISFIABLE,0
703,512,n_5_m_23,0.0183,0, SATISFIABLE,v 1 2 -3 4 -5 0
704,512,n_5_m_24,0.0225,0, UNSATISFIABLE,0
705,512,n_5_m_10,0.02,0, SATISFIABLE,v -1 2 -3 4 5 0
706,512,n_5_m_11,0.0001,"[False,True,False,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
707,512,n_5_m_12,0.0193,"[True,True,True,True,True]", SATISFIABLE,v -1 -2 3 4 5 0
708,512,n_5_m_13,0.0001,"[True,True,True,False,False]", SATISFIABLE,v -1 2 -3 -4 -5 0
709,512,n_5_m_14,0.0181,0, UNSATISFIABLE,0
710,512,n_5_m_15,0.0179,"[True,False,False,True,True]", SATISFIABLE,v -1 -2 -3 -4 -5 0
711,512,n_5_m_16,0.0198,0, SATISFIABLE,v -1 2 -3 4 -5 0
712,512,n_5_m_17,0.0001,"[False,True,True,False,False]", SATISFIABLE,v -1 2 3 -4 -5 0
713,512,n_5_m_18,0.0001,"[False,False,False,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
714,512,n_5_m_19,0.0001,"[False,False,False,True,False]", SATISFIABLE,v -1 2 3 4 -5 0
715,512,n_5_m_20,0.0209,0, SATISFIABLE,v 1 -2 -3 4 5 0
716,512,n_5_m_21,0.0189,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 -4 -5 0
717,512,n_5_m_22,0.0195,0, UNSATISFIABLE,0
718,512,n_5_m_23,0.0192,0, SATISFIABLE,v -1 -2 -3 -4 5 0
719,512,n_5_m_24,0.0196,0, UNSATISFIABLE,0
720,512,n_5_m_10,0.0207,"[False,False,True,False,False]", SATISFIABLE,v -1 -2 -3 -4 -5 0
721,512,n_5_m_11,0.0175,0, SATISFIABLE,v -1 -2 3 4 -5 0
722,512,n_5_m_12,0.0188,0, SATISFIABLE,v -1 2 3 -4 -5 0
723,512,n_5_m_13,0.0001,"[True,False,True,True,False]", SATISFIABLE,v -1 -2 -3 4 -5 0
724,512,n_5_m_14,0.0001,"[True,False,False,False,False]", SATISFIABLE,v 1 -2 -3 -4 -5 0
725,512,n_5_m_15,0.0184,0, SATISFIABLE,v -1 -2 -3 4 -5 0
726,512,n_5_m_16,0.019,0, SATISFIABLE,v -1 -2 3 -4 -5 0
727,512,n_5_m_17,0.0178,0, SATISFIABLE,v 1 -2 3 4 5 0
728,512,n_5_m_18,0.0189,0, SATISFIABLE,v -1 2 3 -4 -5 0
729,512,n_5_m_19,0.0001,"[True,False,False,True,True]", SATISFIABLE,v 1 -2 -3 4 5 0
730,512,n_5_m_20,0.0001,"[True,True,False,False,False]", SATISFIABLE,v 1 2 -3 -4 -5 0
731,512,n_5_m_21,0.0178,0, SATISFIABLE,v 1 -2 -3 -4 -5 0
732,512,n_5_m_22,0.0182,0, UNSATISFIABLE,0
733,512,n_5_m_23,0.0208,0, UNSATISFIABLE,0
734,512,n_5_m_24,0.0184,0, SATISFIABLE,v -1 2 -3 4 5 0
735,512,n_5_m_10,0.0192,"[True,True,True,False,False]", SATISFIABLE,v -1 2 3 4 -5 0
736,512,n_5_m_11,0.0001,"[True,True,True,False,True]", SATISFIABLE,v -1 2 3 -4 -5 0
737,512,n_5_m_12,0.0182,0, SATISFIABLE,v -1 2 -3 -4 -5 0
738,512,n_5_m_13,0.0189,0, SATISFIABLE,v -1 2 -3 4 5 0
739,512,n_5_m_14,0.0202,0, SATISFIABLE,v -1 -2 3 4 -5 0
740,512,n_5_m_15,0.0181,0, SATISFIABLE,v -1 2 -3 4 -5 0
741,512,n_5_m_16,0.0212,0, SATISFIABLE,v -1 -2 3 4 -5 0
742,512,n_5_m_17,0.0173,0, SATISFIABLE,v -1 2 -3 -4 -5 0
743,512,n_5_m_18,0.0178,0, SATISFIABLE,v -1 -2 -3 -4 -5 0
744,512,n_5_m_19,0.0178,0, SATISFIABLE,v 1 2 -3 4 5 0
745,512,n_5_m_20,0.0172,0, UNSATISFIABLE,0
746,512,n_5_m_21,0.0168,0, SATISFIABLE,v -1 2 -3 4 -5 0
747,512,n_5_m_22,0.0195,0, SATISFIABLE,v 1 -2 3 -4 5 0
748,512,n_5_m_23,0.0182,0, UNSATISFIABLE,0
749,512,n_5_m_24,0.0181,0, UNSATISFIABLE,0
